Server Name 	Install Server 	Contract 
lt10xensdi06.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19wenagchinanas1.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19intra12105vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19intra12106vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09app12120vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09mq05vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09app12123vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10infavwna01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12111vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12119vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12123vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12126vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19dkaqasr03.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19dkaqasr04.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12116vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12118vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12122vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10infavwna01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19hf04.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12130vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30app12114vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30intra12103vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10aemv65pub2.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10aemv65auth01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ysx02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq51vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10fssplidx03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30ipstweb01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12138vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10www12101vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10www12102vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19dynatcl06.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10eai26.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk10.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10ppm03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ysx01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12111vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12112vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09app12102vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10eai32.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09ksi15vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09hrportalzaelastic03.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19app12135vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10ysi03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12130vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12133vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12116vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12115vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12120vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12122vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12107vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12149vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12152vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09icj04.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12113vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq30vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09zai03.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09zai04.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10eai62.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30app12104vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19mqb2v06vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12102vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12127vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19intra12103vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12124vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li34ipstw5012vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10fsspl05.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12142vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09isr05.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19app12125vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12130vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19searchad.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq26vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq23vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10dkaiqs01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq19vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10szmq03vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq19vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10www12108vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12126vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19szmq04vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12107vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10www12106vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10qaro12vm01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09mq08vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09app12115vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt30bvis2vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12110vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mci03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
ltitavmwlssp152.bmwgroup.net	              ltinstlab3	IAAS_NTT_LI-UX_SRV
li19dc03.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19xen13.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09pga03848vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12117vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10pgc00963vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19db02.cn.sub	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10mq01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12003vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mqb2v01vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19agwapimdb01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12163vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19agwlogstash01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10ipstweb02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10ipsib2vm.w10	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19logstash1vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09masterintra12001vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19app12003vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq13vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19ba01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09masterintra12002vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq37vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19cie01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12005vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19socsplunk13.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19cii04.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10www12002.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19dcmuat01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19wenagchinadz4.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10fjs03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09logstash2vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10mq17vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19www12002.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19www12002.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12002vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19searchhead.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19vcdidsweb666.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19szmq02vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19mqsdmz01vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lipamint03.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_SRV
li09mq03vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt09bvisvm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10www12008.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19szmq01vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09d08.w9	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10dkaiqxio001vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09dbj03.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt19dkdcm01vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09dbj04.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt09ipso13vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt09dbw03.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10xensor12.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19nessusscint.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19www12006.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19cddynatag03.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09app12106vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10xensor07.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12120vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10logstash1vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09ipsp15vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09app12124vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt09d07.w9	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09app12104vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09app12105vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09isj04.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt30kqal12vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12122vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12128vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12121vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt34kqal12w50vm.w34	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq111vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19lsmc01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12115vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30spab12vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12127vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12106vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10intra12129vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19hrportalcnelastic03.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10fssplshc02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt34ipstweb02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19agwapim01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10eai33.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09intra12102vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19app12118vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09intra12109vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt09intra12108vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li19app12105vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10cddynatsaasag03.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10met01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19mqb2v01vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19mqb2v03vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12131vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12134vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12126vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app30002.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12138vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12119vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12137vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li34app12106vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12145vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12148vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12148vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12151vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10intra12115vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12134vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt09app12103vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09mq07vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12106vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30app12101vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19app12101vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12108vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12103vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt19app12110vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12104vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19app12110vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19intra12104vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt30mqc3vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19cdapicass12.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10eai34.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt09qaro12vm01.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
lt19intra12107vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li19intra12102vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
ltsandtest04.bmwgroup.net	              ltinstlab3	IAAS_NTT_LI-UX_SRV
li10intratric12101vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19mq112vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li09intra12101vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li09isj05.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10usbffe2e02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10eai63.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12107vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19dc01.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
li10app12108vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq27vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt30ipst12w30vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12103vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10www12102vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li30app12115vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li09app12117vm.bmwgroup.net	              lp09instiaas02	IAAS_NTT_LI-UX_SRV
li10feq01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10q0301.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq10vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq06vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10mq04vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10app12153vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10j2d01.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li10mq08vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19intra12110vm.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10mcx02.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
li19xen15.bmwgroup.net	              lp19instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12139vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
lt10app12140vm.bmwgroup.net	              lp10instiaas02	IAAS_NTT_LI-UX_SRV
